date,original_value,rolling_7d_mean,rolling_7d_std,rolling_30d_mean,rolling_30d_min,rolling_30d_max,ewm_span_7,expanding_mean
2023-01-01,98.66786460722943,,,,,,98.66786460722943,98.66786460722943
2023-01-02,98.65034700876636,,,,,,98.65785455096481,98.65910580799789
2023-01-03,98.73424580873436,,,,,,98.69088860837867,98.68415247491005
2023-01-04,98.69715101140577,,,,,,98.69317885862858,98.68740210903398
2023-01-05,98.60176675287592,,,,,,98.66321535149328,98.67027503780237
2023-01-06,98.68134392030338,,,,,,98.66872876238178,98.67211985155252
2023-01-07,98.72158244283928,98.67918593602208,0.044925939672985464,,,,98.68397766532985,98.67918593602208
2023-01-08,98.73536517941994,98.68882887490642,0.04913768300031959,,,,98.69825376589539,98.6862083414468
2023-01-09,98.73745138484152,98.70127235720288,0.048796318223426,,,,98.7088486869559,98.6919020129351
2023-01-10,98.75551243920452,98.70431044727005,0.05176326252569312,,,,98.7212107778028,98.69826305556205
2023-01-11,98.70454867351047,98.70536725614215,0.05166816137417143,,,,98.71686156200903,98.69883447537553
2023-01-12,98.76871224641425,98.72921661236191,0.029764560497326308,,,,98.73024827535471,98.7046576229621
2023-01-13,98.82340370750879,98.74951086767699,0.03875562545255717,,,,98.75410387722518,98.713791937158
2023-01-14,98.82101619455494,98.76371568935063,0.04459552887128388,,,,98.77113542376851,98.72145081268636
2023-01-15,98.69848539243785,98.7584471483532,0.050314849902333106,,,,98.75272691454052,98.71991978466978
2023-01-16,98.79819937585202,98.76712543278326,0.05131883001605715,,,,98.76421012140884,98.72481225911868
2023-01-17,98.64313025064583,98.75107083441773,0.0698061918910605,,,,98.7337108926374,98.72000743509086
2023-01-18,98.7572394196188,98.75859808386178,0.06672649418402078,,,,98.73962637415272,98.72207587867575
2023-01-19,98.8228576866139,98.76633314674746,0.07109000402464842,,,,98.76052255723503,98.7273801843567
2023-01-20,98.86242780939725,98.77190801844581,0.07754817100394429,,,,98.78607991808344,98.73413256560873
2023-01-21,98.77588684740927,98.76546096885356,0.07460516060834424,,,,98.78352557514278,98.73612086474209
2023-01-22,98.77812983698406,98.77683874664588,0.06851298602872646,,,,98.78217423006467,98.73803036348036
2023-01-23,98.85624271667066,98.78513065247712,0.07475693901666892,,,,98.80071615812801,98.74317003101038
2023-01-24,98.87644005414776,98.81846062440596,0.04818139872505088,,,,98.81966614638588,98.7487229486411
2023-01-25,98.81248749041436,98.82635320594818,0.040373827349121295,,,,98.81787013081322,98.75127353031203
2023-01-26,98.91584543789682,98.83963717041716,0.0525066195010055,,,,98.842377789893,98.75760321906529
2023-01-27,98.85051595247131,98.8379354765706,0.051833603786169226,,,,98.84441319213495,98.76104443141367
2023-01-28,98.89961655408214,98.85561114895245,0.04811072657925914,,,,98.858218415494,98.76599343579468
2023-01-29,98.91724911891896,98.875485332086,0.038554843237862846,,,,98.87297960612926,98.77120914900586
2023-01-30,98.88339438358491,98.87936414164518,0.037651503566686215,98.77494865682516,98.60176675287592,98.91724911891896,98.87558376554941,98.77494865682516
2023-01-31,98.83855348021208,98.87395177394009,0.04073842996213875,98.78063828592458,98.60176675287592,98.91724911891896,98.86632495412165,98.77700042532152
2023-02-01,98.90464524961129,98.88711716811108,0.03138114117424191,98.78911489395274,98.60176675287592,98.91724911891896,98.8759059904324,98.78098932608057
2023-02-02,98.90216390002908,98.8851626627014,0.02967323750772939,98.79471216366257,98.60176675287592,98.91724911891896,98.8824709624321,98.78466128286688
2023-02-03,98.93345524795433,98.89701113348467,0.03008898355009121,98.80258897154752,98.60176675287592,98.93345524795433,98.89521775406361,98.78903757595769
2023-02-04,98.93302118670172,98.90178322385893,0.033072161951533355,98.81363078600839,98.64313025064583,98.93345524795433,98.90466901275204,98.79315139340753
2023-02-05,98.88093586949931,98.89659561679896,0.03308989468508246,98.8202838509816,98.64313025064583,98.93345524795433,98.89873553835065,98.79558985107674
2023-02-06,98.93883591554953,98.90451583565105,0.03591774861896065,98.82752563340524,98.64313025064583,98.93883591554953,98.90876087163258,98.79946136633275
2023-02-07,98.98382615808573,98.92526907534727,0.033328476811729894,98.83580766602745,98.64313025064583,98.98382615808573,98.92752752876318,98.80431307137889
2023-02-08,98.92229204437459,98.92779004602777,0.03215524237394083,98.84196902134522,98.64313025064583,98.98382615808573,98.92621864011542,98.80733817325059
2023-02-09,98.9580641945799,98.93577580239216,0.031668007651233815,98.8487207465244,98.64313025064583,98.98382615808573,98.93418010879672,98.81110632378382
2023-02-10,99.02538380156535,98.94890845290801,0.046249539146379304,98.85941525079289,98.64313025064583,99.02538380156535,98.95698120396474,98.8163326037297
2023-02-11,99.01387384874495,98.96045883319991,0.05142686986074441,98.86758730420391,98.64313025064583,99.02538380156535,98.97120444561824,98.82103596670625
2023-02-12,98.98842147880661,98.97581392024381,0.038026075634058486,98.87308789658051,98.64313025064583,99.02538380156535,98.97550872217674,98.82492865303418
2023-02-13,99.00069336304536,98.9846506984575,0.0350734654388063,98.87907713553018,98.64313025064583,99.02538380156535,98.98180490242812,98.82892330553442
2023-02-14,99.02940187143363,98.99116151465007,0.038914736691868734,98.89010768483006,98.64313025064583,99.02940187143363,98.99370417307681,98.83337838477664
2023-02-15,99.04895547088717,99.00925628986613,0.02997591144417343,98.89846622133123,98.64313025064583,99.04895547088717,99.0075170222524,98.83806484317034
2023-02-16,99.04817984317424,99.02212995395105,0.022824056734759058,98.9119678744155,98.7572394196188,99.04895547088717,99.01768274112924,98.84253537508532
2023-02-17,98.96211256373707,99.01309120568986,0.03200320871383044,98.91879697921945,98.77588684740927,99.04895547088717,99.00379018279425,98.84502656651556
2023-02-18,99.04369105022873,99.01735080590183,0.03404399312109921,98.92615809133993,98.77588684740927,99.04895547088717,99.01376540718512,98.84908094373421
2023-02-19,99.02774773580757,99.02296884261625,0.031633881191394306,98.93166875555362,98.77588684740927,99.04895547088717,99.01726099132034,98.85265427957566
2023-02-20,99.05503853069862,99.0307324379953,0.031923263843445626,98.94097381166327,98.77812983698406,99.05503853069862,99.02670538017634,98.85662259822513
2023-02-21,99.03572696883332,99.0316360233381,0.031968808527803864,98.9495603827249,98.81248749041436,99.05503853069862,99.02896077805904,98.86006691304452
2023-02-22,99.02297297658183,99.02792423843734,0.031119854321032918,98.95511805805526,98.81248749041436,99.05503853069862,99.0274638273321,98.86314061235655
2023-02-23,99.00370361316553,99.02157049129323,0.030834046235926192,98.9593601766892,98.81248749041436,99.05503853069862,99.02152377272607,98.86574363089004
2023-02-24,99.02115569090992,99.0300052237465,0.016690038809881454,98.9663157833724,98.83855348021208,99.05503853069862,99.02143175225966,98.86856930470859
2023-02-25,99.1389380816971,99.0436119425277,0.04482263285384221,98.97375220483241,98.83855348021208,99.1389380816971,99.05080833757998,98.87339731858337
2023-02-26,99.08398659180777,99.05164606481344,0.04651347456923216,98.98153455947694,98.83855348021208,99.1389380816971,99.05910290176395,98.87709186723644
2023-02-27,99.0354873293384,99.0488530360477,0.04686151359516998,98.98606358531882,98.83855348021208,99.1389380816971,99.05319900832284,98.87982282347957
